,target,text,text_fr
4118,ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though","J'ai des élections de hockey à 6 ans, mais je ne devrais pas continuer plus d'une heure."
4119,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,J'ai vu un peu de swatch un i thk assez ok. Ar 116 mais j'ai besoin de 2ème opinion leh...
4120,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),Hiya do u like the hlday pics l'air horrible en eux alors a pris mo dehors! Comment le camp Amrca chose? parler bientôt Serena:)
4121,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.","Bébé! Comment ça se passe ce jour-là? Qu'est-ce que tu fais? Tu me manques déjà, mon Amour... * baiser amoureux*... J'espère que tout ira bien."
4122,ham,Yunny... I'm goin to be late,"Yunny, je vais être en retard."
4123,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,Doc m'a prescrit de la morphine parce que les autres médicaments pour la douleur ne suffisent pas.
4124,ham,"Cool, want me to go to kappa or should I meet you outside mu","Cool, veux-tu que j'aille à Kappa ou devrais-je te rencontrer dehors?"
4125,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe","J'espère que vous vous souvenez de remercier votre belle-sœur pour ces boulettes de viande *grins*... je vous aime, bébé"
4126,ham,May b approve panalam...but it should have more posts..,Peut-être approuver le panalam... mais il devrait avoir plus de postes..
4127,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","SPJanvier Male Sale! Hot Gay chat maintenant moins cher, appelez 08709222922. Tarif national de 1,5p/min pas cher à 7,8p/min pic! Pour arrêter les textes appelez 08712460324 (10p/min)"
4128,ham,"Sorry, I'll call later","Désolé, je t'appelle plus tard."
4129,ham,I dont thnk its a wrong calling between us,Je n'ai pas tort d'appeler entre nous.
4130,ham,Me i'm not workin. Once i get job...,"Moi, je ne travaille pas, une fois que j'ai du travail..."
4131,ham,And by when you're done I mean now,"Et quand tu auras fini, je veux dire maintenant."
4132,ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...","Son Ur chance d'aimer quelqu'un. Son Ur fortune d'aimer celui qui aime U. Mais, c'est un miracle d'aimer une personne qui ne peut aimer personne sauf U... Gud nyt..."
4133,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,Salut bébé ive vient de revenir du travail et je voulais voir u toute la journée! J'espère que je n'ai pas pissé u sur le téléphone aujourd'hui. Si vous êtes en train de me donner un appel xxx
4134,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg C'est le jour d'aujourd'hui si vous êtes prêt! Je suis excité & vivre dans votre ville. J'aime le sex fun & games! Netcollex Ltd 08700621170150p par msg reply Stop to end
4135,ham,Is it your yahoo boys that bring in the perf? Or legal.,C'est vos gars de Yahoo qui amènent le perf?
4136,ham,No need to say anything to me. I know i am an outsider,Pas besoin de me dire quoi que ce soit. Je sais que je suis un étranger.
4137,ham,have you ever had one foot before?,Avez-vous déjà eu un pied avant?
4138,ham,Just got to  &lt;#&gt;,Je viens d'arriver à &lt;#&gt;
4139,ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her","Bien! Non, pas besoin de reçus—bien fait! (...) Oui, s'il vous plaît dire. Quel est son numéro, je pourrais l'appeler"
4140,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt","Toujours une citation verte jamais racontée par Jerry dans le dessin animé ""Une personne qui irrite u Est toujours celui qui aime u Vry Much But Fails to Express It...!.!! :-) :-) gud nyt"
4141,ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,Laissez-moi... Ü wan à porter meh si lourd... Est-ce que da num 98321561 est familier à ü?
4142,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),Belle vérité : L'expression du visage pouvait être vue par tout le monde... Mais la dépression du cœur ne pouvait être comprise que par les aimés.. Gud Ni8;-)
4143,ham,Infact happy new year. How are you where are you when are we seeing,Infact bonne année. Comment êtes-vous où êtes-vous quand sommes-nous voir
4144,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","Dans The Simpsons Movie sorti en juillet 2007 nom du groupe qui est mort au début du film? A-Green Day, B-Blue Day, C-Red Day. (Envoyer A, B ou C)"
4145,ham,That's a shame! Maybe cld meet for few hrs tomo?,"C'est dommage, peut-être qu'on se retrouve quelques heures?"
4146,ham,Lol I would but despite these cramps I like being a girl.,Lol je le ferais mais malgré ces crampes j'aime être une fille.
4147,ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,"J'ai hâte d'avoir un mur de maïs. Espérons que ce soir n'est pas trop mal aussi bien mais c'est de la merde de nuit de rock. Quoi qu'il en soit, je vais prendre un kip maintenant passez une bonne nuit. Parlez-vous bientôt."
4148,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,Pls m'aide à dire à Sura que je m'attends à une batterie de hont. Et que si pls devrait m'envoyer un message sur la façon de télécharger des films. Merci
4149,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,Veuillez appeler Amanda pour le renouvellement ou la mise à niveau de votre combiné T-Mobile actuel gratuitement. L'offre prend fin aujourd'hui. Tel 0845 021 3680 soumis à T's et C's
4150,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","Tu n'as pas trouvé un moyen d'obtenir une autre application pour ton téléphone, hein? Veux-tu aller au net café? As-tu pris ce travail? Geeee J'ai besoin de toi bébé."
4151,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,Je ne travaille que de mon fils aux thurs mais Sat i cant leh... Booked liao... Quel autre jour tu es libre?
4152,ham,Ü comin to fetch us oredi...,Ü vient nous chercher des oredi...
4153,ham,What's nannys address?,Quelle est l'adresse des nounou?
4154,spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENT!! Votre 4* Costa Del Sol Holiday or £5000 wait collection. Appelez 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
4155,ham,Haf u eaten? Wat time u wan me 2 come?,Tu veux que je vienne?
4156,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Vous voulez un nouveau Video Phone? 750 anytime any network mins? Demi-prix ligne de location de texte gratuit pendant 3 mois? Répondre ou appeler 08000930705 pour la livraison gratuite
4157,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order","Yo, appelle-moi quand tu auras l'occasion, un ami à moi voulait que je t'interroge sur un gros ordre"
4158,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,J'ai dit que je suis fauché et que tu n'as pas répondu.
4159,ham,It certainly puts things into perspective when something like this happens,Il met certainement les choses en perspective quand quelque chose comme ça arrive
4160,ham,Now got tv 2 watch meh? U no work today?,Tu n'as pas de travail aujourd'hui?
4161,ham,i felt so...not any conveying reason.. Ese he... What about me?,Je me sentais tellement... sans raison... et moi?
4162,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,Avez-vous eu votre mobile 11 mois ou plus? U R a droit à mettre à jour les derniers mobiles couleur avec caméra gratuitement! Appelez The Mobile Update Co GRATUIT au 08002986030
4163,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,Comment ça se passe? J'ai prévu des activités de type karaoké? Je débats de l'opportunité de jouer au football cette veille. Mais je me sens paresseux.
4164,ham,I told that am coming on wednesday.,J'ai dit que ça arriverait mercredi.
4165,ham,"Its ok, called mom instead have fun","C'est ok, appelé maman plutôt, amusez-vous"
4166,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.","Cher titulaire du bon, Pour réclamer cette offre de semaines, veuillez consulter le site Web de votre PC à l'adresse suivante : http://www.wtlp.co.uk/text. Les Ts&C s'appliquent."
4167,ham,Well if I'm that desperate I'll just call armand again,"Si je suis si désespérée, j'appellerai à nouveau Armand."
4168,ham,Are you at work right now ?,Êtes-vous au travail en ce moment?
4169,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Félicitations! Nokia 3650 vidéo camera phone is your Call 09066382422 Coût des appels 150ppm Ave call 3mins varie de mobiles 16+ Fermer 300603 post BCM4284 Ldn WC1N3XX
4170,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,"Je n'ai rien entendu et il ne répond pas à mes textos, donc je suppose qu'il s'est évanoui."
4171,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!","Mmmmmm... Je t'aime tellement, Ahmad... Je ne peux pas attendre que cette année commence comme chaque seconde me rapproche d'être à tes côtés. Bonne année, mon amour!!"
4172,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,Pls quel est le nom complet de l'école de blague parce que les frais à l'université de florida semblent réellement être &lt;#&gt; k. Pls holla retour
4173,ham,"Sorry, I'll call later","Désolé, je t'appelle plus tard."
4174,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,Mais ils m'ont dit que j'avais des dents de sagesse cachées à l'intérieur.
4175,ham,And pls pls drink plenty plenty water,Et les pls pls boivent beaucoup d'eau
4176,ham,How are you doing. How's the queen. Are you going for the royal wedding,"Comment allez-vous, comment va la reine?"
4177,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,"C'est la triste partie, mais on reste en contact grâce à Skype."
4178,ham,Ok lor then we go tog lor...,Ok lor alors on va chercher lor...
4179,ham,Two teams waiting for some players,Deux équipes attendent quelques joueurs
4180,ham,Can ü send me a copy of da report?,Est-ce que ü peut m'envoyer une copie du rapport?
4181,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.","swhrt comment u dey, hope ur ok, tot environ u 2day.love n miss.Take attention."
4182,ham,"Ok da, i already planned. I wil pick you.","Ok, j'ai déjà planifié, je t'ai choisi."
4183,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+","Urgent! S'il vous plaît appelez le 0906346330. Votre ABTA gratuit 4* vacances espagnoles ou £10,000 en espèces attendent la collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
4184,ham,"Sorry, I'll call later in meeting","Désolé, j'appellerai plus tard à la réunion."
4185,ham,I just really need shit before tomorrow and I know you won't be awake before like 6,J'ai vraiment besoin de merde avant demain et je sais que tu ne seras pas réveillé avant six heures.
4186,ham,I'm good. Have you registered to vote?,Est-ce que tu t'es inscrit pour voter?
4187,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!","Hmm ok, je vais rester une heure parce que mon œil est vraiment douloureux!"
4188,ham,Dear got bus directly to calicut,Chère a obtenu le bus directement à calicut
4189,ham,Mm umma ask vava also to come tell him can play later together,Mm umma demander à Vava aussi de venir lui dire peut jouer plus tard ensemble
4190,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want","Eh bien, le prix général est &lt;#&gt; /oz, faites-moi savoir si/quand/combien vous voulez"
